Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_000002035.6	Primary Assembly	Un			KN150360.1	Chromosome		NW_003336934.1	unplaced-scaffold	15639	chrUn_KN150360v1		NA713
GCF_000002035.6	Primary Assembly	Un			KN150361.1	Chromosome		NW_008805502.1	unplaced-scaffold	53624	chrUn_KN150361v1		NA714
GCF_000002035.6	Primary Assembly	Un			KN150362.1	Chromosome		NW_003336636.1	unplaced-scaffold	17145	chrUn_KN150362v1		NA715
GCF_000002035.6	Primary Assembly	Un			KN150363.1	Chromosome		NW_003336387.2	unplaced-scaffold	22766	chrUn_KN150363v1		NA717
GCF_000002035.6	Primary Assembly	Un			KN150364.1	Chromosome		NW_003336746.1	unplaced-scaffold	15084	chrUn_KN150364v1		NA718
GCF_000002035.6	Primary Assembly	Un			KN150365.1	Chromosome		NW_008805503.1	unplaced-scaffold	10769	chrUn_KN150365v1		NA719
GCF_000002035.6	Primary Assembly	Un			KN150366.1	Chromosome		NW_003336766.1	unplaced-scaffold	10057	chrUn_KN150366v1		NA720
GCF_000002035.6	Primary Assembly	Un			KN150368.1	Chromosome		NW_003336088.1	unplaced-scaffold	18491	chrUn_KN150368v1		NA70
GCF_000002035.6	Primary Assembly	Un			KN150369.1	Chromosome		NW_003336929.1	unplaced-scaffold	11460	chrUn_KN150369v1		NA722
GCF_000002035.6	Primary Assembly	Un			KN150371.1	Chromosome		NW_003336374.1	unplaced-scaffold	13836	chrUn_KN150371v1		NA723
GCF_000002035.6	Primary Assembly	Un			KN150372.1	Chromosome		NW_003337097.1	unplaced-scaffold	29560	chrUn_KN150372v1		NA724
GCF_000002035.6	Primary Assembly	Un			KN150374.1	Chromosome		NW_003336772.2	unplaced-scaffold	9775	chrUn_KN150374v1		NA725
GCF_000002035.6	Primary Assembly	Un			KN150375.1	Chromosome		NW_008805506.1	unplaced-scaffold	111208	chrUn_KN150375v1		NA726
GCF_000002035.6	Primary Assembly	Un			KN150379.1	Chromosome		NW_003336918.1	unplaced-scaffold	29907	chrUn_KN150379v1		NA71
GCF_000002035.6	Primary Assembly	Un			KN150380.1	Chromosome		NW_003337115.1	unplaced-scaffold	12144	chrUn_KN150380v1		NA6
GCF_000002035.6	Primary Assembly	Un			KN150382.1	Chromosome		NW_003336287.1	unplaced-scaffold	14074	chrUn_KN150382v1		NA730
GCF_000002035.6	Primary Assembly	Un			KN150383.1	Chromosome		NW_003335266.1	unplaced-scaffold	7777	chrUn_KN150383v1		NA731
GCF_000002035.6	Primary Assembly	Un			KN150384.1	Chromosome		NW_003337193.1	unplaced-scaffold	22969	chrUn_KN150384v1		NA732
GCF_000002035.6	Primary Assembly	Un			KN150385.1	Chromosome		NW_003335289.1	unplaced-scaffold	37055	chrUn_KN150385v1		NA734
GCF_000002035.6	Primary Assembly	Un			KN150386.1	Chromosome		NW_003337183.1	unplaced-scaffold	35900	chrUn_KN150386v1		NA735
GCF_000002035.6	Primary Assembly	Un			KN150387.1	Chromosome		NW_003336845.1	unplaced-scaffold	15215	chrUn_KN150387v1		NA736
GCF_000002035.6	Primary Assembly	Un			KN150388.1	Chromosome		NW_008805508.1	unplaced-scaffold	22284	chrUn_KN150388v1		NA737
GCF_000002035.6	Primary Assembly	Un			KN150389.1	Chromosome		NW_008805509.1	unplaced-scaffold	10334	chrUn_KN150389v1		NA740
GCF_000002035.6	Primary Assembly	Un			KN150390.1	Chromosome		NW_003336331.2	unplaced-scaffold	19066	chrUn_KN150390v1		NA741
GCF_000002035.6	Primary Assembly	Un			KN150392.1	Chromosome		NW_003336185.1	unplaced-scaffold	12069	chrUn_KN150392v1		NA742
GCF_000002035.6	Primary Assembly	Un			KN150393.1	Chromosome		NW_008805510.1	unplaced-scaffold	12073	chrUn_KN150393v1		NA743
GCF_000002035.6	Primary Assembly	Un			KN150394.1	Chromosome		NW_003337222.1	unplaced-scaffold	17139	chrUn_KN150394v1		NA744
GCF_000002035.6	Primary Assembly	Un			KN150395.1	Chromosome		NW_003336361.1	unplaced-scaffold	9792	chrUn_KN150395v1		NA745
GCF_000002035.6	Primary Assembly	Un			KN150396.1	Chromosome		NW_003337207.1	unplaced-scaffold	8176	chrUn_KN150396v1		NA746
GCF_000002035.6	Primary Assembly	Un			KN150397.1	Chromosome		NW_003336593.1	unplaced-scaffold	17295	chrUn_KN150397v1		NA747
GCF_000002035.6	Primary Assembly	Un			KN150398.1	Chromosome		NW_003336425.1	unplaced-scaffold	39557	chrUn_KN150398v1		NA749
GCF_000002035.6	Primary Assembly	Un			KN150399.1	Chromosome		NW_003337242.1	unplaced-scaffold	19362	chrUn_KN150399v1		NA750
GCF_000002035.6	Primary Assembly	Un			KN150400.1	Chromosome		NW_003337146.1	unplaced-scaffold	34930	chrUn_KN150400v1		NA751
GCF_000002035.6	Primary Assembly	Un			KN150401.1	Chromosome		NW_003336665.1	unplaced-scaffold	10081	chrUn_KN150401v1		NA752
GCF_000002035.6	Primary Assembly	Un			KN150403.1	Chromosome		NW_003336855.1	unplaced-scaffold	34697	chrUn_KN150403v1		NA753
GCF_000002035.6	Primary Assembly	Un			KN150404.1	Chromosome		NW_008805511.1	unplaced-scaffold	18160	chrUn_KN150404v1		NA754
GCF_000002035.6	Primary Assembly	Un			KN150405.1	Chromosome		NW_003335907.1	unplaced-scaffold	76919	chrUn_KN150405v1		NA755
GCF_000002035.6	Primary Assembly	Un			KN150406.1	Chromosome		NW_003334182.1	unplaced-scaffold	17215	chrUn_KN150406v1		NA756
GCF_000002035.6	Primary Assembly	Un			KN150407.1	Chromosome		NW_003336727.1	unplaced-scaffold	31814	chrUn_KN150407v1		NA757
GCF_000002035.6	Primary Assembly	Un			KN150408.1	Chromosome		NW_003337083.1	unplaced-scaffold	37191	chrUn_KN150408v1		NA759
GCF_000002035.6	Primary Assembly	Un			KN150411.1	Chromosome		NW_003336533.1	unplaced-scaffold	20886	chrUn_KN150411v1		NA762
GCF_000002035.6	Primary Assembly	Un			KN150412.1	Chromosome		NW_008805514.1	unplaced-scaffold	9605	chrUn_KN150412v1		NA764
GCF_000002035.6	Primary Assembly	Un			KN150413.1	Chromosome		NW_003337251.1	unplaced-scaffold	15078	chrUn_KN150413v1		NA73
GCF_000002035.6	Primary Assembly	Un			KN150414.1	Chromosome		NW_003337046.1	unplaced-scaffold	35871	chrUn_KN150414v1		NA765
GCF_000002035.6	Primary Assembly	Un			KN150416.1	Chromosome		NW_003337161.1	unplaced-scaffold	33835	chrUn_KN150416v1		NA766
GCF_000002035.6	Primary Assembly	Un			KN150418.1	Chromosome		NW_008805516.1	unplaced-scaffold	14930	chrUn_KN150418v1		NA769
GCF_000002035.6	Primary Assembly	Un			KN150419.1	Chromosome		NW_003337233.1	unplaced-scaffold	14114	chrUn_KN150419v1		NA770
GCF_000002035.6	Primary Assembly	Un			KN150420.1	Chromosome		NW_008805517.1	unplaced-scaffold	14290	chrUn_KN150420v1		NA771
GCF_000002035.6	Primary Assembly	Un			KN150421.1	Chromosome		NW_003336994.1	unplaced-scaffold	14951	chrUn_KN150421v1		NA772
GCF_000002035.6	Primary Assembly	Un			KN150422.1	Chromosome		NW_003336621.1	unplaced-scaffold	15053	chrUn_KN150422v1		NA775
GCF_000002035.6	Primary Assembly	Un			KN150425.1	Chromosome		NW_003336436.1	unplaced-scaffold	110593	chrUn_KN150425v1		NA776
GCF_000002035.6	Primary Assembly	Un			KN150426.1	Chromosome		NW_003334448.1	unplaced-scaffold	21499	chrUn_KN150426v1		NA777
GCF_000002035.6	Primary Assembly	Un			KN150428.1	Chromosome		NW_003336422.1	unplaced-scaffold	29216	chrUn_KN150428v1		NA779
GCF_000002035.6	Primary Assembly	Un			KN150429.1	Chromosome		NW_003337045.1	unplaced-scaffold	17683	chrUn_KN150429v1		NA780
GCF_000002035.6	Primary Assembly	Un			KN150430.1	Chromosome		NW_003336966.1	unplaced-scaffold	16452	chrUn_KN150430v1		NA781
GCF_000002035.6	Primary Assembly	Un			KN150431.1	Chromosome		NW_003336510.1	unplaced-scaffold	89659	chrUn_KN150431v1		NA782
GCF_000002035.6	Primary Assembly	Un			KN150432.1	Chromosome		NW_003336612.1	unplaced-scaffold	91010	chrUn_KN150432v1		NA783
GCF_000002035.6	Primary Assembly	Un			KN150434.1	Chromosome		NW_003336824.1	unplaced-scaffold	12053	chrUn_KN150434v1		NA785
GCF_000002035.6	Primary Assembly	Un			KN150436.1	Chromosome		NW_003336998.2	unplaced-scaffold	17739	chrUn_KN150436v1		NA786
GCF_000002035.6	Primary Assembly	Un			KN150437.1	Chromosome		NW_003335163.1	unplaced-scaffold	1262	chrUn_KN150437v1		NA788
GCF_000002035.6	Primary Assembly	Un			KN150439.1	Chromosome		NW_003337068.1	unplaced-scaffold	10343	chrUn_KN150439v1		NA790
GCF_000002035.6	Primary Assembly	Un			KN150440.1	Chromosome		NW_003334844.1	unplaced-scaffold	1193	chrUn_KN150440v1		NA791
GCF_000002035.6	Primary Assembly	Un			KN150441.1	Chromosome		NW_003336324.1	unplaced-scaffold	12439	chrUn_KN150441v1		NA792
GCF_000002035.6	Primary Assembly	Un			KN150443.1	Chromosome		NW_003337088.1	unplaced-scaffold	11834	chrUn_KN150443v1		NA794
GCF_000002035.6	Primary Assembly	Un			KN150444.1	Chromosome		NW_003336989.1	unplaced-scaffold	11830	chrUn_KN150444v1		NA795
GCF_000002035.6	Primary Assembly	Un			KN150445.1	Chromosome		NW_008805522.1	unplaced-scaffold	12072	chrUn_KN150445v1		NA796
GCF_000002035.6	Primary Assembly	Un			KN150446.1	Chromosome		NW_008805523.1	unplaced-scaffold	12446	chrUn_KN150446v1		NA75
GCF_000002035.6	Primary Assembly	Un			KN150449.1	Chromosome		NW_008805526.1	unplaced-scaffold	62607	chrUn_KN150449v1		NA798
GCF_000002035.6	Primary Assembly	Un			KN150450.1	Chromosome		NW_008805527.1	unplaced-scaffold	25362	chrUn_KN150450v1		NA799
GCF_000002035.6	Primary Assembly	Un			KN150451.1	Chromosome		NW_008805528.1	unplaced-scaffold	14920	chrUn_KN150451v1		NA800
GCF_000002035.6	Primary Assembly	Un			KN150452.1	Chromosome		NW_003336441.1	unplaced-scaffold	8345	chrUn_KN150452v1		NA801
GCF_000002035.6	Primary Assembly	Un			KN150453.1	Chromosome		NW_008805529.1	unplaced-scaffold	13591	chrUn_KN150453v1		NA802
GCF_000002035.6	Primary Assembly	Un			KN150454.1	Chromosome		NW_003337265.1	unplaced-scaffold	18479	chrUn_KN150454v1		NA803
GCF_000002035.6	Primary Assembly	Un			KN150455.1	Chromosome		NW_003337116.1	unplaced-scaffold	73536	chrUn_KN150455v1		NA804
GCF_000002035.6	Primary Assembly	Un			KN150458.1	Chromosome		NW_003337124.1	unplaced-scaffold	17481	chrUn_KN150458v1		NA806
GCF_000002035.6	Primary Assembly	Un			KN150459.1	Chromosome		NW_003337132.1	unplaced-scaffold	45603	chrUn_KN150459v1		NA807
GCF_000002035.6	Primary Assembly	Un			KN150462.1	Chromosome		NW_003334810.2	unplaced-scaffold	24623	chrUn_KN150462v1		NA811
GCF_000002035.6	Primary Assembly	Un			KN150464.1	Chromosome		NW_003337179.1	unplaced-scaffold	24865	chrUn_KN150464v1		NA813
GCF_000002035.6	Primary Assembly	Un			KN150465.1	Chromosome		NW_008805532.1	unplaced-scaffold	1765	chrUn_KN150465v1		NA814
GCF_000002035.6	Primary Assembly	Un			KN150466.1	Chromosome		NW_003336897.1	unplaced-scaffold	41319	chrUn_KN150466v1		NA815
GCF_000002035.6	Primary Assembly	Un			KN150467.1	Chromosome		NW_008805533.1	unplaced-scaffold	11202	chrUn_KN150467v1		NA816
GCF_000002035.6	Primary Assembly	Un			KN150468.1	Chromosome		NW_003336414.1	unplaced-scaffold	25381	chrUn_KN150468v1		NA77
GCF_000002035.6	Primary Assembly	Un			KN150469.1	Chromosome		NW_003336514.1	unplaced-scaffold	14614	chrUn_KN150469v1		NA817
GCF_000002035.6	Primary Assembly	Un			KN150470.1	Chromosome		NW_003335559.1	unplaced-scaffold	2027	chrUn_KN150470v1		NA818
GCF_000002035.6	Primary Assembly	Un			KN150471.1	Chromosome		NW_003335375.1	unplaced-scaffold	76663	chrUn_KN150471v1		NA819
GCF_000002035.6	Primary Assembly	Un			KN150472.1	Chromosome		NW_003337034.1	unplaced-scaffold	14586	chrUn_KN150472v1		NA820
GCF_000002035.6	Primary Assembly	Un			KN150473.1	Chromosome		NW_008805534.1	unplaced-scaffold	1285	chrUn_KN150473v1		NA821
GCF_000002035.6	Primary Assembly	Un			KN150475.1	Chromosome		NW_003335148.1	unplaced-scaffold	17517	chrUn_KN150475v1		NA823
GCF_000002035.6	Primary Assembly	Un			KN150476.1	Chromosome		NW_003336445.1	unplaced-scaffold	59211	chrUn_KN150476v1		NA826
GCF_000002035.6	Primary Assembly	Un			KN150477.1	Chromosome		NW_003337143.1	unplaced-scaffold	61693	chrUn_KN150477v1		NA827
GCF_000002035.6	Primary Assembly	Un			KN150478.1	Chromosome		NW_003336671.1	unplaced-scaffold	25813	chrUn_KN150478v1		NA828
GCF_000002035.6	Primary Assembly	Un			KN150479.1	Chromosome		NW_008805535.1	unplaced-scaffold	48186	chrUn_KN150479v1		NA78
GCF_000002035.6	Primary Assembly	Un			KN150481.1	Chromosome		NW_003334506.1	unplaced-scaffold	1008	chrUn_KN150481v1		NA830
GCF_000002035.6	Primary Assembly	Un			KN150483.1	Chromosome		NW_003337177.1	unplaced-scaffold	17332	chrUn_KN150483v1		NA831
GCF_000002035.6	Primary Assembly	Un			KN150484.1	Chromosome		NW_003334956.2	unplaced-scaffold	14965	chrUn_KN150484v1		NA832
GCF_000002035.6	Primary Assembly	Un			KN150485.1	Chromosome		NW_003337187.1	unplaced-scaffold	7348	chrUn_KN150485v1		NA833
GCF_000002035.6	Primary Assembly	Un			KN150486.1	Chromosome		NW_008805538.1	unplaced-scaffold	8572	chrUn_KN150486v1		NA834
GCF_000002035.6	Primary Assembly	Un			KN150487.1	Chromosome		NW_003336534.1	unplaced-scaffold	123701	chrUn_KN150487v1		NA835
GCF_000002035.6	Primary Assembly	Un			KN150488.1	Chromosome		NW_003336507.1	unplaced-scaffold	17582	chrUn_KN150488v1		NA836
GCF_000002035.6	Primary Assembly	Un			KN150489.1	Chromosome		NW_003336591.1	unplaced-scaffold	26739	chrUn_KN150489v1		NA837
GCF_000002035.6	Primary Assembly	Un			KN150490.1	Chromosome		NW_008805539.1	unplaced-scaffold	23057	chrUn_KN150490v1		NA79
GCF_000002035.6	Primary Assembly	Un			KN150491.1	Chromosome		NW_008805540.1	unplaced-scaffold	13001	chrUn_KN150491v1		NA7
GCF_000002035.6	Primary Assembly	Un			KN150492.2	Chromosome		NW_003337261.2	unplaced-scaffold	30275	chrUn_KN150492v2		NA838
GCF_000002035.6	Primary Assembly	Un			KN150493.1	Chromosome		NW_003336563.1	unplaced-scaffold	35575	chrUn_KN150493v1		NA839
GCF_000002035.6	Primary Assembly	Un			KN150494.1	Chromosome		NW_003336347.1	unplaced-scaffold	10108	chrUn_KN150494v1		NA840
GCF_000002035.6	Primary Assembly	Un			KN150495.1	Chromosome		NW_003336321.1	unplaced-scaffold	28160	chrUn_KN150495v1		NA841
GCF_000002035.6	Primary Assembly	Un			KN150499.1	Chromosome		NW_003336729.1	unplaced-scaffold	11840	chrUn_KN150499v1		NA843
GCF_000002035.6	Primary Assembly	Un			KN150500.1	Chromosome		NW_003336968.1	unplaced-scaffold	19866	chrUn_KN150500v1		NA844
GCF_000002035.6	Primary Assembly	Un			KN150501.1	Chromosome		NW_003334575.1	unplaced-scaffold	22392	chrUn_KN150501v1		NA845
GCF_000002035.6	Primary Assembly	Un			KN150502.1	Chromosome		NW_008805541.1	unplaced-scaffold	13027	chrUn_KN150502v1		NA80
GCF_000002035.6	Primary Assembly	Un			KN150503.1	Chromosome		NW_003336687.2	unplaced-scaffold	1834	chrUn_KN150503v1		NA846
GCF_000002035.6	Primary Assembly	Un			KN150504.1	Chromosome		NW_003337122.1	unplaced-scaffold	12094	chrUn_KN150504v1		NA847
GCF_000002035.6	Primary Assembly	Un			KN150505.1	Chromosome		NW_008805542.1	unplaced-scaffold	39265	chrUn_KN150505v1		NA848
GCF_000002035.6	Primary Assembly	Un			KN150506.1	Chromosome		NW_008805543.1	unplaced-scaffold	14319	chrUn_KN150506v1		NA849
GCF_000002035.6	Primary Assembly	Un			KN150508.1	Chromosome		NW_003337071.1	unplaced-scaffold	26814	chrUn_KN150508v1		NA851
GCF_000002035.6	Primary Assembly	Un			KN150509.1	Chromosome		NW_008805544.1	unplaced-scaffold	11846	chrUn_KN150509v1		NA852
GCF_000002035.6	Primary Assembly	Un			KN150510.1	Chromosome		NW_003336872.1	unplaced-scaffold	13237	chrUn_KN150510v1		NA853
GCF_000002035.6	Primary Assembly	Un			KN150511.1	Chromosome		NW_003337218.1	unplaced-scaffold	38183	chrUn_KN150511v1		NA854
GCF_000002035.6	Primary Assembly	Un			KN150513.1	Chromosome		NW_003336451.1	unplaced-scaffold	10220	chrUn_KN150513v1		NA82
GCF_000002035.6	Primary Assembly	Un			KN150514.1	Chromosome		NW_003336893.1	unplaced-scaffold	19391	chrUn_KN150514v1		NA855
GCF_000002035.6	Primary Assembly	Un			KN150515.1	Chromosome		NW_003336686.1	unplaced-scaffold	1813	chrUn_KN150515v1		NA856
GCF_000002035.6	Primary Assembly	Un			KN150516.1	Chromosome		NW_003335321.1	unplaced-scaffold	49339	chrUn_KN150516v1		NA857
GCF_000002035.6	Primary Assembly	Un			KN150517.1	Chromosome		NW_003336995.1	unplaced-scaffold	16171	chrUn_KN150517v1		NA858
GCF_000002035.6	Primary Assembly	Un			KN150518.1	Chromosome		NW_008805545.1	unplaced-scaffold	40394	chrUn_KN150518v1		NA859
GCF_000002035.6	Primary Assembly	Un			KN150519.1	Chromosome		NW_003336494.1	unplaced-scaffold	11974	chrUn_KN150519v1		NA861
GCF_000002035.6	Primary Assembly	Un			KN150520.1	Chromosome		NW_003334254.1	unplaced-scaffold	103159	chrUn_KN150520v1		NA864
GCF_000002035.6	Primary Assembly	Un			KN150521.1	Chromosome		NW_003337266.1	unplaced-scaffold	20896	chrUn_KN150521v1		NA865
GCF_000002035.6	Primary Assembly	Un			KN150522.1	Chromosome		NW_003336169.1	unplaced-scaffold	12046	chrUn_KN150522v1		NA867
GCF_000002035.6	Primary Assembly	Un			KN150523.1	Chromosome		NW_003336403.1	unplaced-scaffold	19004	chrUn_KN150523v1		NA868
GCF_000002035.6	Primary Assembly	Un			KN150525.1	Chromosome		NW_003336558.1	unplaced-scaffold	650	chrUn_KN150525v1		NA869
GCF_000002035.6	Primary Assembly	Un			KN150526.1	Chromosome		NW_003336311.1	unplaced-scaffold	15513	chrUn_KN150526v1		NA870
GCF_000002035.6	Primary Assembly	Un			KN150527.1	Chromosome		NW_003336627.1	unplaced-scaffold	20880	chrUn_KN150527v1		NA871
GCF_000002035.6	Primary Assembly	Un			KN150528.1	Chromosome		NW_003336655.1	unplaced-scaffold	13138	chrUn_KN150528v1		NA873
GCF_000002035.6	Primary Assembly	Un			KN150529.1	Chromosome		NW_003335906.1	unplaced-scaffold	81946	chrUn_KN150529v1		NA874
GCF_000002035.6	Primary Assembly	Un			KN150530.1	Chromosome		NW_003336511.1	unplaced-scaffold	7299	chrUn_KN150530v1		NA875
GCF_000002035.6	Primary Assembly	Un			KN150532.1	Chromosome		NW_003336781.2	unplaced-scaffold	21602	chrUn_KN150532v1		NA878
GCF_000002035.6	Primary Assembly	Un			KN150534.1	Chromosome		NW_003337106.1	unplaced-scaffold	17661	chrUn_KN150534v1		NA879
GCF_000002035.6	Primary Assembly	Un			KN150535.1	Chromosome		NW_008805549.1	unplaced-scaffold	2315	chrUn_KN150535v1		NA84
GCF_000002035.6	Primary Assembly	Un			KN150536.1	Chromosome		NW_003336520.1	unplaced-scaffold	17908	chrUn_KN150536v1		NA880
GCF_000002035.6	Primary Assembly	Un			KN150537.1	Chromosome		NW_003336426.1	unplaced-scaffold	27568	chrUn_KN150537v1		NA881
GCF_000002035.6	Primary Assembly	Un			KN150538.1	Chromosome		NW_003337019.1	unplaced-scaffold	12119	chrUn_KN150538v1		NA883
GCF_000002035.6	Primary Assembly	Un			KN150540.1	Chromosome		NW_003336701.2	unplaced-scaffold	15288	chrUn_KN150540v1		NA884
GCF_000002035.6	Primary Assembly	Un			KN150541.1	Chromosome		NW_003336946.1	unplaced-scaffold	12323	chrUn_KN150541v1		NA885
GCF_000002035.6	Primary Assembly	Un			KN150542.1	Chromosome		NW_003336583.1	unplaced-scaffold	12167	chrUn_KN150542v1		NA887
GCF_000002035.6	Primary Assembly	Un			KN150543.1	Chromosome		NW_003335154.1	unplaced-scaffold	2343	chrUn_KN150543v1		NA888
GCF_000002035.6	Primary Assembly	Un			KN150544.1	Chromosome		NW_003337120.1	unplaced-scaffold	1198	chrUn_KN150544v1		NA889
GCF_000002035.6	Primary Assembly	Un			KN150545.1	Chromosome		NW_003336473.1	unplaced-scaffold	17546	chrUn_KN150545v1		NA890
GCF_000002035.6	Primary Assembly	Un			KN150546.1	Chromosome		NW_008805550.1	unplaced-scaffold	10851	chrUn_KN150546v1		NA85
GCF_000002035.6	Primary Assembly	Un			KN150547.1	Chromosome		NW_003337043.1	unplaced-scaffold	37420	chrUn_KN150547v1		NA891
GCF_000002035.6	Primary Assembly	Un			KN150548.1	Chromosome		NW_003336435.2	unplaced-scaffold	46061	chrUn_KN150548v1		NA892
GCF_000002035.6	Primary Assembly	Un			KN150549.1	Chromosome		NW_008805551.1	unplaced-scaffold	17599	chrUn_KN150549v1		NA893
GCF_000002035.6	Primary Assembly	Un			KN150550.1	Chromosome		NW_008805552.1	unplaced-scaffold	14915	chrUn_KN150550v1		NA894
GCF_000002035.6	Primary Assembly	Un			KN150551.1	Chromosome		NW_003336399.1	unplaced-scaffold	9435	chrUn_KN150551v1		NA895
GCF_000002035.6	Primary Assembly	Un			KN150552.1	Chromosome		NW_003334318.1	unplaced-scaffold	74050	chrUn_KN150552v1		NA896
GCF_000002035.6	Primary Assembly	Un			KN150553.1	Chromosome		NW_003336237.1	unplaced-scaffold	14032	chrUn_KN150553v1		NA897
GCF_000002035.6	Primary Assembly	Un			KN150554.1	Chromosome		NW_003336448.1	unplaced-scaffold	9251	chrUn_KN150554v1		NA898
GCF_000002035.6	Primary Assembly	Un			KN150555.1	Chromosome		NW_008805553.1	unplaced-scaffold	9941	chrUn_KN150555v1		NA899
GCF_000002035.6	Primary Assembly	Un			KN150556.1	Chromosome		NW_003336975.1	unplaced-scaffold	9286	chrUn_KN150556v1		NA900
GCF_000002035.6	Primary Assembly	Un			KN150557.1	Chromosome		NW_003336471.1	unplaced-scaffold	41459	chrUn_KN150557v1		NA86
GCF_000002035.6	Primary Assembly	Un			KN150558.1	Chromosome		NW_003336684.1	unplaced-scaffold	12115	chrUn_KN150558v1		NA901
GCF_000002035.6	Primary Assembly	Un			KN150559.1	Chromosome		NW_003336341.1	unplaced-scaffold	26580	chrUn_KN150559v1		NA902
GCF_000002035.6	Primary Assembly	Un			KN150560.1	Chromosome		NW_003336300.2	unplaced-scaffold	2301	chrUn_KN150560v1		NA903
GCF_000002035.6	Primary Assembly	Un			KN150561.1	Chromosome		NW_003335113.1	unplaced-scaffold	22238	chrUn_KN150561v1		NA904
GCF_000002035.6	Primary Assembly	Un			KN150562.1	Chromosome		NW_003336996.1	unplaced-scaffold	22875	chrUn_KN150562v1		NA905
GCF_000002035.6	Primary Assembly	Un			KN150564.1	Chromosome		NW_003336398.1	unplaced-scaffold	17709	chrUn_KN150564v1		NA906
GCF_000002035.6	Primary Assembly	Un			KN150565.1	Chromosome		NW_003336308.1	unplaced-scaffold	20464	chrUn_KN150565v1		NA907
GCF_000002035.6	Primary Assembly	Un			KN150567.1	Chromosome		NW_003336976.1	unplaced-scaffold	49566	chrUn_KN150567v1		NA908
GCF_000002035.6	Primary Assembly	Un			KN150568.1	Chromosome		NW_003336276.1	unplaced-scaffold	108195	chrUn_KN150568v1		NA87
GCF_000002035.6	Primary Assembly	Un			KN150570.1	Chromosome		NW_003335350.1	unplaced-scaffold	42279	chrUn_KN150570v1		NA909
GCF_000002035.6	Primary Assembly	Un			KN150571.1	Chromosome		NW_003336924.1	unplaced-scaffold	16505	chrUn_KN150571v1		NA910
GCF_000002035.6	Primary Assembly	Un			KN150572.1	Chromosome		NW_003336559.1	unplaced-scaffold	28871	chrUn_KN150572v1		NA911
